product_id,sku,name,category,cost_price_inr,selling_price_inr,reorder_level,vendor_id,is_active,primary_channel
PRD-5644,SKU-STA-0644,Stationery Premium Craft SKU #644,Stationery & Corporate Gifting,2015,6193,66,VND-1046,TRUE,Shopify Storefront
PRD-5645,SKU-PET-0645,Pet Premium Craft SKU #645,Pet Care & Organic Treats,1375,3229,68,VND-1197,TRUE,Flipkart
PRD-5646,SKU-KID-0646,Kids Premium Craft SKU #646,Kids Wear & Wooden Toys,2404,4592,80,VND-1216,TRUE,Instagram DM
PRD-5647,SKU-FIT-0647,Fitness Premium Craft SKU #647,Fitness Gear & Yoga Accessories,1274,3006,72,VND-1221,TRUE,Instagram DM
PRD-5648,SKU-AUT-0648,Automotive Premium Craft SKU #648,Automotive Accessories,388,770,100,VND-1054,TRUE,Shopify Storefront
PRD-5649,SKU-TEX-0649,Textiles Premium Craft SKU #649,Textiles & Handblock Prints,1326,3349,60,VND-1124,TRUE,Myntra
PRD-5650,SKU-PUR-0650,Pure Premium Craft SKU #650,Pure Silk & Traditional Sarees,1599,5398,98,VND-1160,TRUE,Myntra
PRD-5651,SKU-KNI-0651,Knitwear Premium Craft SKU #651,Knitwear & Everyday Apparel,2188,5770,43,VND-1187,TRUE,POS Counter
PRD-5652,SKU-BRA-0652,Brass Premium Craft SKU #652,Brass & Artisan Metalcraft,1339,4639,20,VND-1182,TRUE,Flipkart
PRD-5653,SKU-AYU-0653,Ayurvedic Premium Craft SKU #653,Ayurvedic Beauty & Wellness,633,1932,46,VND-1161,TRUE,Flipkart
PRD-5654,SKU-LEA-0654,Leather Premium Craft SKU #654,Leather Footwear & Travel Goods,336,795,91,VND-1106,TRUE,POS Counter
PRD-5655,SKU-ECO-0655,Eco-Friendly Premium Craft SKU #655,Eco-Friendly Packaging,974,2895,52,VND-1003,TRUE,Amazon IN
PRD-5656,SKU-CON-0656,Consumer Premium Craft SKU #656,Consumer Electronics Accessories,2225,6085,20,VND-1077,TRUE,Amazon IN
PRD-5657,SKU-ORG-0657,Organic Premium Craft SKU #657,Organic Home & Kitchenware,1772,5371,98,VND-1088,TRUE,POS Counter
PRD-5658,SKU-HAN-0658,Handloom Premium Craft SKU #658,Handloom Bed Linen & Curtains,1503,4835,81,VND-1050,TRUE,Shopify Storefront
PRD-5659,SKU-SPI-0659,Spices Premium Craft SKU #659,Spices & Gourmet Food Crafts,706,1848,100,VND-1166,TRUE,Myntra
PRD-5660,SKU-JEW-0660,Jewelry Premium Craft SKU #660,Jewelry & Fashion Accessories,1522,3936,72,VND-1230,TRUE,Shopify Storefront
PRD-5661,SKU-FOO-0661,Footwear Premium Craft SKU #661,Footwear & Athletic Shoes,2284,5273,60,VND-1214,TRUE,Shopify Storefront
PRD-5662,SKU-STA-0662,Stationery Premium Craft SKU #662,Stationery & Corporate Gifting,1508,4764,65,VND-1054,TRUE,POS Counter
PRD-5663,SKU-PET-0663,Pet Premium Craft SKU #663,Pet Care & Organic Treats,277,658,68,VND-1072,TRUE,POS Counter
PRD-5664,SKU-KID-0664,Kids Premium Craft SKU #664,Kids Wear & Wooden Toys,1745,3696,34,VND-1147,TRUE,Amazon IN
PRD-5665,SKU-FIT-0665,Fitness Premium Craft SKU #665,Fitness Gear & Yoga Accessories,1438,4323,54,VND-1181,TRUE,Flipkart
PRD-5666,SKU-AUT-0666,Automotive Premium Craft SKU #666,Automotive Accessories,1123,2730,58,VND-1225,TRUE,Amazon IN
PRD-5667,SKU-TEX-0667,Textiles Premium Craft SKU #667,Textiles & Handblock Prints,609,1483,24,VND-1045,TRUE,Shopify Storefront
PRD-5668,SKU-PUR-0668,Pure Premium Craft SKU #668,Pure Silk & Traditional Sarees,2222,4093,81,VND-1114,TRUE,POS Counter
PRD-5669,SKU-KNI-0669,Knitwear Premium Craft SKU #669,Knitwear & Everyday Apparel,1543,5200,87,VND-1049,TRUE,Amazon IN
PRD-5670,SKU-BRA-0670,Brass Premium Craft SKU #670,Brass & Artisan Metalcraft,552,1765,86,VND-1037,TRUE,POS Counter
PRD-5671,SKU-AYU-0671,Ayurvedic Premium Craft SKU #671,Ayurvedic Beauty & Wellness,299,771,86,VND-1053,TRUE,Amazon IN
PRD-5672,SKU-LEA-0672,Leather Premium Craft SKU #672,Leather Footwear & Travel Goods,330,979,96,VND-1239,TRUE,Amazon IN
PRD-5673,SKU-ECO-0673,Eco-Friendly Premium Craft SKU #673,Eco-Friendly Packaging,338,667,59,VND-1120,FALSE,Amazon IN
PRD-5674,SKU-CON-0674,Consumer Premium Craft SKU #674,Consumer Electronics Accessories,1009,2366,44,VND-1164,TRUE,Myntra
PRD-5675,SKU-ORG-0675,Organic Premium Craft SKU #675,Organic Home & Kitchenware,1956,5752,54,VND-1082,TRUE,Amazon IN
PRD-5676,SKU-HAN-0676,Handloom Premium Craft SKU #676,Handloom Bed Linen & Curtains,212,726,91,VND-1030,TRUE,POS Counter
PRD-5677,SKU-SPI-0677,Spices Premium Craft SKU #677,Spices & Gourmet Food Crafts,1584,4330,54,VND-1139,TRUE,Instagram DM
PRD-5678,SKU-JEW-0678,Jewelry Premium Craft SKU #678,Jewelry & Fashion Accessories,1310,3636,41,VND-1206,TRUE,Myntra
PRD-5679,SKU-FOO-0679,Footwear Premium Craft SKU #679,Footwear & Athletic Shoes,1537,4179,26,VND-1229,TRUE,Flipkart
PRD-5680,SKU-STA-0680,Stationery Premium Craft SKU #680,Stationery & Corporate Gifting,356,704,26,VND-1232,TRUE,Flipkart
PRD-5681,SKU-PET-0681,Pet Premium Craft SKU #681,Pet Care & Organic Treats,1976,5627,59,VND-1046,TRUE,POS Counter
PRD-5682,SKU-KID-0682,Kids Premium Craft SKU #682,Kids Wear & Wooden Toys,2335,4514,79,VND-1183,TRUE,Shopify Storefront
PRD-5683,SKU-FIT-0683,Fitness Premium Craft SKU #683,Fitness Gear & Yoga Accessories,2068,4064,59,VND-1209,TRUE,Instagram DM
PRD-5684,SKU-AUT-0684,Automotive Premium Craft SKU #684,Automotive Accessories,2056,5345,48,VND-1197,TRUE,Myntra
PRD-5685,SKU-TEX-0685,Textiles Premium Craft SKU #685,Textiles & Handblock Prints,1638,4040,62,VND-1067,TRUE,Amazon IN
PRD-5686,SKU-PUR-0686,Pure Premium Craft SKU #686,Pure Silk & Traditional Sarees,2146,3973,80,VND-1117,TRUE,Flipkart
PRD-5687,SKU-KNI-0687,Knitwear Premium Craft SKU #687,Knitwear & Everyday Apparel,849,1935,64,VND-1119,TRUE,POS Counter
PRD-5688,SKU-BRA-0688,Brass Premium Craft SKU #688,Brass & Artisan Metalcraft,571,1421,33,VND-1131,TRUE,Instagram DM
PRD-5689,SKU-AYU-0689,Ayurvedic Premium Craft SKU #689,Ayurvedic Beauty & Wellness,1387,3752,71,VND-1019,TRUE,POS Counter
PRD-5690,SKU-LEA-0690,Leather Premium Craft SKU #690,Leather Footwear & Travel Goods,1148,3135,81,VND-1159,TRUE,Amazon IN
PRD-5691,SKU-ECO-0691,Eco-Friendly Premium Craft SKU #691,Eco-Friendly Packaging,1915,6000,75,VND-1054,TRUE,Amazon IN
PRD-5692,SKU-CON-0692,Consumer Premium Craft SKU #692,Consumer Electronics Accessories,1117,2339,29,VND-1140,TRUE,Instagram DM
PRD-5693,SKU-ORG-0693,Organic Premium Craft SKU #693,Organic Home & Kitchenware,2143,4273,96,VND-1147,TRUE,Myntra
PRD-5694,SKU-HAN-0694,Handloom Premium Craft SKU #694,Handloom Bed Linen & Curtains,1973,4142,71,VND-1025,TRUE,Shopify Storefront
PRD-5695,SKU-SPI-0695,Spices Premium Craft SKU #695,Spices & Gourmet Food Crafts,1702,4010,27,VND-1176,TRUE,POS Counter
PRD-5696,SKU-JEW-0696,Jewelry Premium Craft SKU #696,Jewelry & Fashion Accessories,150,463,39,VND-1228,TRUE,Amazon IN
PRD-5697,SKU-FOO-0697,Footwear Premium Craft SKU #697,Footwear & Athletic Shoes,1981,4224,60,VND-1100,TRUE,Instagram DM
PRD-5698,SKU-STA-0698,Stationery Premium Craft SKU #698,Stationery & Corporate Gifting,1930,5829,64,VND-1078,TRUE,Myntra
PRD-5699,SKU-PET-0699,Pet Premium Craft SKU #699,Pet Care & Organic Treats,2240,5571,36,VND-1003,TRUE,Shopify Storefront
PRD-5700,SKU-KID-0700,Kids Premium Craft SKU #700,Kids Wear & Wooden Toys,2398,8262,20,VND-1095,TRUE,Amazon IN
PRD-5701,SKU-FIT-0701,Fitness Premium Craft SKU #701,Fitness Gear & Yoga Accessories,1305,4269,50,VND-1029,TRUE,Myntra
PRD-5702,SKU-AUT-0702,Automotive Premium Craft SKU #702,Automotive Accessories,1453,4373,71,VND-1101,TRUE,Myntra
PRD-5703,SKU-TEX-0703,Textiles Premium Craft SKU #703,Textiles & Handblock Prints,860,2242,44,VND-1055,TRUE,Amazon IN
PRD-5704,SKU-PUR-0704,Pure Premium Craft SKU #704,Pure Silk & Traditional Sarees,1858,3831,36,VND-1216,TRUE,Shopify Storefront
PRD-5705,SKU-KNI-0705,Knitwear Premium Craft SKU #705,Knitwear & Everyday Apparel,214,437,82,VND-1166,TRUE,POS Counter
PRD-5706,SKU-BRA-0706,Brass Premium Craft SKU #706,Brass & Artisan Metalcraft,712,2058,73,VND-1022,TRUE,Instagram DM
PRD-5707,SKU-AYU-0707,Ayurvedic Premium Craft SKU #707,Ayurvedic Beauty & Wellness,1893,5413,78,VND-1155,TRUE,Myntra
PRD-5708,SKU-LEA-0708,Leather Premium Craft SKU #708,Leather Footwear & Travel Goods,1993,4890,48,VND-1210,TRUE,Myntra
PRD-5709,SKU-ECO-0709,Eco-Friendly Premium Craft SKU #709,Eco-Friendly Packaging,2190,7094,50,VND-1002,TRUE,Amazon IN
PRD-5710,SKU-CON-0710,Consumer Premium Craft SKU #710,Consumer Electronics Accessories,2387,6635,24,VND-1106,TRUE,Myntra
PRD-5711,SKU-ORG-0711,Organic Premium Craft SKU #711,Organic Home & Kitchenware,1659,3305,81,VND-1124,TRUE,Shopify Storefront
PRD-5712,SKU-HAN-0712,Handloom Premium Craft SKU #712,Handloom Bed Linen & Curtains,2306,8006,55,VND-1037,TRUE,Shopify Storefront
PRD-5713,SKU-SPI-0713,Spices Premium Craft SKU #713,Spices & Gourmet Food Crafts,512,1135,100,VND-1134,TRUE,Instagram DM
PRD-5714,SKU-JEW-0714,Jewelry Premium Craft SKU #714,Jewelry & Fashion Accessories,2358,7443,59,VND-1020,TRUE,Amazon IN
PRD-5715,SKU-FOO-0715,Footwear Premium Craft SKU #715,Footwear & Athletic Shoes,194,503,85,VND-1137,TRUE,Myntra
PRD-5716,SKU-STA-0716,Stationery Premium Craft SKU #716,Stationery & Corporate Gifting,1507,3791,57,VND-1188,TRUE,Shopify Storefront
PRD-5717,SKU-PET-0717,Pet Premium Craft SKU #717,Pet Care & Organic Treats,1395,4235,92,VND-1178,TRUE,Instagram DM
PRD-5718,SKU-KID-0718,Kids Premium Craft SKU #718,Kids Wear & Wooden Toys,842,2335,57,VND-1122,TRUE,Myntra
PRD-5719,SKU-FIT-0719,Fitness Premium Craft SKU #719,Fitness Gear & Yoga Accessories,1324,3474,36,VND-1007,TRUE,Amazon IN
PRD-5720,SKU-AUT-0720,Automotive Premium Craft SKU #720,Automotive Accessories,692,1970,55,VND-1065,TRUE,Shopify Storefront
PRD-5721,SKU-TEX-0721,Textiles Premium Craft SKU #721,Textiles & Handblock Prints,606,1712,95,VND-1190,TRUE,Instagram DM
PRD-5722,SKU-PUR-0722,Pure Premium Craft SKU #722,Pure Silk & Traditional Sarees,1664,5280,53,VND-1115,TRUE,POS Counter
PRD-5723,SKU-KNI-0723,Knitwear Premium Craft SKU #723,Knitwear & Everyday Apparel,890,2811,24,VND-1125,TRUE,Shopify Storefront
PRD-5724,SKU-BRA-0724,Brass Premium Craft SKU #724,Brass & Artisan Metalcraft,744,2092,39,VND-1248,TRUE,Flipkart
PRD-5725,SKU-AYU-0725,Ayurvedic Premium Craft SKU #725,Ayurvedic Beauty & Wellness,1719,3789,76,VND-1198,TRUE,POS Counter
PRD-5726,SKU-LEA-0726,Leather Premium Craft SKU #726,Leather Footwear & Travel Goods,1563,2957,53,VND-1054,TRUE,Shopify Storefront
PRD-5727,SKU-ECO-0727,Eco-Friendly Premium Craft SKU #727,Eco-Friendly Packaging,836,2164,80,VND-1014,TRUE,Instagram DM
PRD-5728,SKU-CON-0728,Consumer Premium Craft SKU #728,Consumer Electronics Accessories,2331,5121,69,VND-1243,TRUE,POS Counter
PRD-5729,SKU-ORG-0729,Organic Premium Craft SKU #729,Organic Home & Kitchenware,1930,3512,77,VND-1136,TRUE,Amazon IN
PRD-5730,SKU-HAN-0730,Handloom Premium Craft SKU #730,Handloom Bed Linen & Curtains,2321,6872,25,VND-1247,TRUE,Myntra
PRD-5731,SKU-SPI-0731,Spices Premium Craft SKU #731,Spices & Gourmet Food Crafts,1599,5477,75,VND-1164,TRUE,Instagram DM
PRD-5732,SKU-JEW-0732,Jewelry Premium Craft SKU #732,Jewelry & Fashion Accessories,1266,2999,54,VND-1220,TRUE,Amazon IN
PRD-5733,SKU-FOO-0733,Footwear Premium Craft SKU #733,Footwear & Athletic Shoes,1752,4526,50,VND-1168,TRUE,Myntra
PRD-5734,SKU-STA-0734,Stationery Premium Craft SKU #734,Stationery & Corporate Gifting,948,2544,43,VND-1198,TRUE,Shopify Storefront
PRD-5735,SKU-PET-0735,Pet Premium Craft SKU #735,Pet Care & Organic Treats,184,591,21,VND-1173,TRUE,Myntra
PRD-5736,SKU-KID-0736,Kids Premium Craft SKU #736,Kids Wear & Wooden Toys,1976,4737,56,VND-1027,TRUE,Shopify Storefront
PRD-5737,SKU-FIT-0737,Fitness Premium Craft SKU #737,Fitness Gear & Yoga Accessories,526,997,96,VND-1007,TRUE,POS Counter
PRD-5738,SKU-AUT-0738,Automotive Premium Craft SKU #738,Automotive Accessories,648,1946,35,VND-1244,TRUE,Myntra
PRD-5739,SKU-TEX-0739,Textiles Premium Craft SKU #739,Textiles & Handblock Prints,1689,4924,92,VND-1034,TRUE,POS Counter
PRD-5740,SKU-PUR-0740,Pure Premium Craft SKU #740,Pure Silk & Traditional Sarees,604,1801,52,VND-1230,TRUE,Instagram DM
PRD-5741,SKU-KNI-0741,Knitwear Premium Craft SKU #741,Knitwear & Everyday Apparel,460,1327,55,VND-1240,TRUE,Instagram DM
PRD-5742,SKU-BRA-0742,Brass Premium Craft SKU #742,Brass & Artisan Metalcraft,1474,3298,29,VND-1232,TRUE,Shopify Storefront
PRD-5743,SKU-AYU-0743,Ayurvedic Premium Craft SKU #743,Ayurvedic Beauty & Wellness,1741,4118,27,VND-1098,TRUE,Amazon IN
PRD-5744,SKU-LEA-0744,Leather Premium Craft SKU #744,Leather Footwear & Travel Goods,1954,3747,45,VND-1046,TRUE,POS Counter
PRD-5745,SKU-ECO-0745,Eco-Friendly Premium Craft SKU #745,Eco-Friendly Packaging,2165,4296,89,VND-1166,TRUE,POS Counter
PRD-5746,SKU-CON-0746,Consumer Premium Craft SKU #746,Consumer Electronics Accessories,585,1960,53,VND-1158,TRUE,Shopify Storefront
PRD-5747,SKU-ORG-0747,Organic Premium Craft SKU #747,Organic Home & Kitchenware,2490,7561,77,VND-1019,FALSE,Flipkart
PRD-5748,SKU-HAN-0748,Handloom Premium Craft SKU #748,Handloom Bed Linen & Curtains,153,518,69,VND-1039,TRUE,Instagram DM
PRD-5749,SKU-SPI-0749,Spices Premium Craft SKU #749,Spices & Gourmet Food Crafts,1752,4865,85,VND-1085,TRUE,Flipkart
PRD-5750,SKU-JEW-0750,Jewelry Premium Craft SKU #750,Jewelry & Fashion Accessories,1936,4814,28,VND-1123,TRUE,Shopify Storefront
PRD-5751,SKU-FOO-0751,Footwear Premium Craft SKU #751,Footwear & Athletic Shoes,2124,4260,88,VND-1099,TRUE,Amazon IN
PRD-5752,SKU-STA-0752,Stationery Premium Craft SKU #752,Stationery & Corporate Gifting,1390,3448,100,VND-1086,TRUE,Instagram DM
PRD-5753,SKU-PET-0753,Pet Premium Craft SKU #753,Pet Care & Organic Treats,1646,4458,63,VND-1024,TRUE,Flipkart
PRD-5754,SKU-KID-0754,Kids Premium Craft SKU #754,Kids Wear & Wooden Toys,1337,3878,42,VND-1195,TRUE,Flipkart
PRD-5755,SKU-FIT-0755,Fitness Premium Craft SKU #755,Fitness Gear & Yoga Accessories,932,2151,69,VND-1170,TRUE,Instagram DM
PRD-5756,SKU-AUT-0756,Automotive Premium Craft SKU #756,Automotive Accessories,1621,4258,100,VND-1177,TRUE,POS Counter
PRD-5757,SKU-TEX-0757,Textiles Premium Craft SKU #757,Textiles & Handblock Prints,296,629,95,VND-1036,TRUE,Flipkart
PRD-5758,SKU-PUR-0758,Pure Premium Craft SKU #758,Pure Silk & Traditional Sarees,2364,6840,83,VND-1017,TRUE,Flipkart
PRD-5759,SKU-KNI-0759,Knitwear Premium Craft SKU #759,Knitwear & Everyday Apparel,217,404,27,VND-1248,TRUE,Instagram DM
PRD-5760,SKU-BRA-0760,Brass Premium Craft SKU #760,Brass & Artisan Metalcraft,1810,3621,86,VND-1011,TRUE,Instagram DM
PRD-5761,SKU-AYU-0761,Ayurvedic Premium Craft SKU #761,Ayurvedic Beauty & Wellness,2347,4818,94,VND-1223,TRUE,Shopify Storefront
PRD-5762,SKU-LEA-0762,Leather Premium Craft SKU #762,Leather Footwear & Travel Goods,729,1918,22,VND-1010,TRUE,Myntra
PRD-5763,SKU-ECO-0763,Eco-Friendly Premium Craft SKU #763,Eco-Friendly Packaging,1144,3423,36,VND-1012,FALSE,Instagram DM
PRD-5764,SKU-CON-0764,Consumer Premium Craft SKU #764,Consumer Electronics Accessories,1408,4498,32,VND-1013,TRUE,POS Counter
PRD-5765,SKU-ORG-0765,Organic Premium Craft SKU #765,Organic Home & Kitchenware,411,1311,33,VND-1214,TRUE,Myntra
PRD-5766,SKU-HAN-0766,Handloom Premium Craft SKU #766,Handloom Bed Linen & Curtains,1053,2008,45,VND-1205,TRUE,Instagram DM
PRD-5767,SKU-SPI-0767,Spices Premium Craft SKU #767,Spices & Gourmet Food Crafts,1796,4222,93,VND-1174,TRUE,Amazon IN
PRD-5768,SKU-JEW-0768,Jewelry Premium Craft SKU #768,Jewelry & Fashion Accessories,1023,3170,95,VND-1215,TRUE,Shopify Storefront
PRD-5769,SKU-FOO-0769,Footwear Premium Craft SKU #769,Footwear & Athletic Shoes,1271,2592,73,VND-1031,TRUE,Amazon IN
PRD-5770,SKU-STA-0770,Stationery Premium Craft SKU #770,Stationery & Corporate Gifting,825,2100,94,VND-1142,FALSE,Shopify Storefront
PRD-5771,SKU-PET-0771,Pet Premium Craft SKU #771,Pet Care & Organic Treats,1690,5276,22,VND-1203,TRUE,Shopify Storefront
PRD-5772,SKU-KID-0772,Kids Premium Craft SKU #772,Kids Wear & Wooden Toys,179,376,31,VND-1002,TRUE,Myntra
PRD-5773,SKU-FIT-0773,Fitness Premium Craft SKU #773,Fitness Gear & Yoga Accessories,1312,3289,80,VND-1228,TRUE,POS Counter
PRD-5774,SKU-AUT-0774,Automotive Premium Craft SKU #774,Automotive Accessories,1259,3385,72,VND-1037,TRUE,POS Counter
PRD-5775,SKU-TEX-0775,Textiles Premium Craft SKU #775,Textiles & Handblock Prints,304,855,83,VND-1157,TRUE,Shopify Storefront
PRD-5776,SKU-PUR-0776,Pure Premium Craft SKU #776,Pure Silk & Traditional Sarees,1383,3307,20,VND-1161,TRUE,POS Counter
PRD-5777,SKU-KNI-0777,Knitwear Premium Craft SKU #777,Knitwear & Everyday Apparel,2321,8031,99,VND-1031,TRUE,Myntra
PRD-5778,SKU-BRA-0778,Brass Premium Craft SKU #778,Brass & Artisan Metalcraft,1048,2713,100,VND-1130,TRUE,Amazon IN
PRD-5779,SKU-AYU-0779,Ayurvedic Premium Craft SKU #779,Ayurvedic Beauty & Wellness,943,1878,39,VND-1014,TRUE,Flipkart
PRD-5780,SKU-LEA-0780,Leather Premium Craft SKU #780,Leather Footwear & Travel Goods,872,1806,25,VND-1128,TRUE,Amazon IN
PRD-5781,SKU-ECO-0781,Eco-Friendly Premium Craft SKU #781,Eco-Friendly Packaging,1008,2559,62,VND-1073,TRUE,Flipkart
PRD-5782,SKU-CON-0782,Consumer Premium Craft SKU #782,Consumer Electronics Accessories,577,1764,88,VND-1012,TRUE,Shopify Storefront
PRD-5783,SKU-ORG-0783,Organic Premium Craft SKU #783,Organic Home & Kitchenware,2259,4511,50,VND-1125,TRUE,Myntra
PRD-5784,SKU-HAN-0784,Handloom Premium Craft SKU #784,Handloom Bed Linen & Curtains,1485,3730,61,VND-1149,TRUE,Shopify Storefront
PRD-5785,SKU-SPI-0785,Spices Premium Craft SKU #785,Spices & Gourmet Food Crafts,1082,2127,72,VND-1084,TRUE,Flipkart
PRD-5786,SKU-JEW-0786,Jewelry Premium Craft SKU #786,Jewelry & Fashion Accessories,1053,2027,94,VND-1229,TRUE,Flipkart
PRD-5787,SKU-FOO-0787,Footwear Premium Craft SKU #787,Footwear & Athletic Shoes,1035,3495,78,VND-1038,TRUE,Amazon IN
PRD-5788,SKU-STA-0788,Stationery Premium Craft SKU #788,Stationery & Corporate Gifting,2024,6119,100,VND-1035,TRUE,Amazon IN
PRD-5789,SKU-PET-0789,Pet Premium Craft SKU #789,Pet Care & Organic Treats,1525,3074,92,VND-1052,TRUE,POS Counter
PRD-5790,SKU-KID-0790,Kids Premium Craft SKU #790,Kids Wear & Wooden Toys,2056,5303,41,VND-1029,TRUE,POS Counter
PRD-5791,SKU-FIT-0791,Fitness Premium Craft SKU #791,Fitness Gear & Yoga Accessories,1358,3837,98,VND-1227,TRUE,Myntra
PRD-5792,SKU-AUT-0792,Automotive Premium Craft SKU #792,Automotive Accessories,2414,7853,31,VND-1249,TRUE,Myntra
PRD-5793,SKU-TEX-0793,Textiles Premium Craft SKU #793,Textiles & Handblock Prints,1036,2906,79,VND-1126,TRUE,Instagram DM
PRD-5794,SKU-PUR-0794,Pure Premium Craft SKU #794,Pure Silk & Traditional Sarees,1160,2576,75,VND-1110,TRUE,Myntra
PRD-5795,SKU-KNI-0795,Knitwear Premium Craft SKU #795,Knitwear & Everyday Apparel,760,2548,20,VND-1243,TRUE,Shopify Storefront
PRD-5796,SKU-BRA-0796,Brass Premium Craft SKU #796,Brass & Artisan Metalcraft,2077,6328,84,VND-1011,FALSE,Myntra
PRD-5797,SKU-AYU-0797,Ayurvedic Premium Craft SKU #797,Ayurvedic Beauty & Wellness,2113,6711,32,VND-1101,TRUE,POS Counter
PRD-5798,SKU-LEA-0798,Leather Premium Craft SKU #798,Leather Footwear & Travel Goods,2437,7506,72,VND-1022,TRUE,POS Counter
PRD-5799,SKU-ECO-0799,Eco-Friendly Premium Craft SKU #799,Eco-Friendly Packaging,1361,3002,31,VND-1092,FALSE,Instagram DM
PRD-5800,SKU-CON-0800,Consumer Premium Craft SKU #800,Consumer Electronics Accessories,812,2432,93,VND-1079,TRUE,Shopify Storefront
PRD-5801,SKU-ORG-0801,Organic Premium Craft SKU #801,Organic Home & Kitchenware,2013,5210,37,VND-1250,TRUE,Flipkart
PRD-5802,SKU-HAN-0802,Handloom Premium Craft SKU #802,Handloom Bed Linen & Curtains,1667,4776,20,VND-1048,TRUE,Shopify Storefront
PRD-5803,SKU-SPI-0803,Spices Premium Craft SKU #803,Spices & Gourmet Food Crafts,1513,4088,57,VND-1099,TRUE,Amazon IN
PRD-5804,SKU-JEW-0804,Jewelry Premium Craft SKU #804,Jewelry & Fashion Accessories,2371,6586,46,VND-1179,TRUE,Shopify Storefront
PRD-5805,SKU-FOO-0805,Footwear Premium Craft SKU #805,Footwear & Athletic Shoes,1525,4652,27,VND-1159,TRUE,Instagram DM
PRD-5806,SKU-STA-0806,Stationery Premium Craft SKU #806,Stationery & Corporate Gifting,361,717,66,VND-1094,TRUE,Shopify Storefront
PRD-5807,SKU-PET-0807,Pet Premium Craft SKU #807,Pet Care & Organic Treats,1650,3461,91,VND-1094,TRUE,Myntra
PRD-5808,SKU-KID-0808,Kids Premium Craft SKU #808,Kids Wear & Wooden Toys,988,2010,62,VND-1182,TRUE,Shopify Storefront
PRD-5809,SKU-FIT-0809,Fitness Premium Craft SKU #809,Fitness Gear & Yoga Accessories,2109,6439,94,VND-1167,TRUE,Instagram DM
PRD-5810,SKU-AUT-0810,Automotive Premium Craft SKU #810,Automotive Accessories,1073,2515,54,VND-1054,TRUE,Flipkart
PRD-5811,SKU-TEX-0811,Textiles Premium Craft SKU #811,Textiles & Handblock Prints,373,711,64,VND-1071,TRUE,Myntra
PRD-5812,SKU-PUR-0812,Pure Premium Craft SKU #812,Pure Silk & Traditional Sarees,652,1694,88,VND-1135,TRUE,Myntra
PRD-5813,SKU-KNI-0813,Knitwear Premium Craft SKU #813,Knitwear & Everyday Apparel,1347,3459,67,VND-1231,TRUE,Instagram DM
PRD-5814,SKU-BRA-0814,Brass Premium Craft SKU #814,Brass & Artisan Metalcraft,418,886,78,VND-1208,TRUE,Flipkart
PRD-5815,SKU-AYU-0815,Ayurvedic Premium Craft SKU #815,Ayurvedic Beauty & Wellness,882,2019,29,VND-1230,TRUE,Amazon IN
PRD-5816,SKU-LEA-0816,Leather Premium Craft SKU #816,Leather Footwear & Travel Goods,756,1998,46,VND-1029,TRUE,Instagram DM
PRD-5817,SKU-ECO-0817,Eco-Friendly Premium Craft SKU #817,Eco-Friendly Packaging,1350,3385,89,VND-1006,TRUE,Flipkart
PRD-5818,SKU-CON-0818,Consumer Premium Craft SKU #818,Consumer Electronics Accessories,1870,4777,22,VND-1089,TRUE,Shopify Storefront
PRD-5819,SKU-ORG-0819,Organic Premium Craft SKU #819,Organic Home & Kitchenware,1101,3544,86,VND-1006,TRUE,Flipkart
PRD-5820,SKU-HAN-0820,Handloom Premium Craft SKU #820,Handloom Bed Linen & Curtains,1554,4529,61,VND-1149,TRUE,Instagram DM
PRD-5821,SKU-SPI-0821,Spices Premium Craft SKU #821,Spices & Gourmet Food Crafts,2321,7499,76,VND-1179,TRUE,Myntra
PRD-5822,SKU-JEW-0822,Jewelry Premium Craft SKU #822,Jewelry & Fashion Accessories,1405,2939,53,VND-1034,TRUE,Amazon IN
PRD-5823,SKU-FOO-0823,Footwear Premium Craft SKU #823,Footwear & Athletic Shoes,1330,4134,26,VND-1249,TRUE,Amazon IN
PRD-5824,SKU-STA-0824,Stationery Premium Craft SKU #824,Stationery & Corporate Gifting,831,2369,40,VND-1117,TRUE,Amazon IN
PRD-5825,SKU-PET-0825,Pet Premium Craft SKU #825,Pet Care & Organic Treats,868,2800,39,VND-1047,TRUE,Shopify Storefront
PRD-5826,SKU-KID-0826,Kids Premium Craft SKU #826,Kids Wear & Wooden Toys,1446,4015,76,VND-1011,TRUE,POS Counter
PRD-5827,SKU-FIT-0827,Fitness Premium Craft SKU #827,Fitness Gear & Yoga Accessories,2453,7364,60,VND-1053,TRUE,POS Counter
PRD-5828,SKU-AUT-0828,Automotive Premium Craft SKU #828,Automotive Accessories,1986,5397,40,VND-1096,TRUE,Shopify Storefront
PRD-5829,SKU-TEX-0829,Textiles Premium Craft SKU #829,Textiles & Handblock Prints,252,626,83,VND-1236,TRUE,Flipkart
PRD-5830,SKU-PUR-0830,Pure Premium Craft SKU #830,Pure Silk & Traditional Sarees,1461,3017,89,VND-1238,TRUE,Amazon IN
PRD-5831,SKU-KNI-0831,Knitwear Premium Craft SKU #831,Knitwear & Everyday Apparel,1360,3543,57,VND-1166,TRUE,Myntra
PRD-5832,SKU-BRA-0832,Brass Premium Craft SKU #832,Brass & Artisan Metalcraft,752,2375,76,VND-1171,TRUE,Shopify Storefront
